source,lemma,etym_fam,score
S,pierre,"['dépierrer', 'désempierrer', 'empierré', 'empierrer', 'épierrer', 'perron', 'pierrade', 'pierraille', 'Pierre', 'pierrer', 'pierreries', 'pierrette', 'pierreuse', 'pierreux', 'pierrier', 'perrière', 'pierriste', 'pierrot', 'pierrure', 'réempierrer', 'aimant', 'coquillier', 'épaufrer', 'épaufrure', 'gélif', 'glyptothèque', 'jade', 'dépierrage', 'empierrage', 'empierrement', 'lapidaire', 'lapidarité', 'lapidateur', 'lapidation', 'lapider', 'monolithe', 'monolithique', 'monolithisme', 'perrier', 'pierre', 'pierrière', 'pétré']",0
G,plage,[],1
NS,plage,"['handiplage', 'plager', 'plageage', 'plagiste', 'grève', '🏖', 'berge', 'rivage', 'rive', 'plage', 'plagette']",0
S,plage,"['handiplage', 'plager', 'plageage', 'plagiste', 'grève', '🏖', 'berge', 'rivage', 'rive', 'plage', 'plagette']",0
G,polyadelphe,"['diadelphe', 'diadelphique', 'adelphat']",1
NS,polyadelphe,"['diadelphe', 'diadelphique', 'fraternaliste', 'fraternalité', 'fraternel', 'fraternisation', 'fraterniser', 'frère', 'frérette']",0
S,polyadelphe,"['diadelphe', 'diadelphique', 'fraternaliste', 'fraternalité', 'fraternel', 'fraternisation', 'fraterniser', 'frère', 'frérette']",0
G,pomme,[],1
NS,pomme,"['pommé', 'pommé', 'pommeau', 'pommer', 'pommeraie', 'pommette', 'pommier', 'pomo', 'tête', 'visage', 'somme', 'volet', 'pomme', 'pommelaie', 'pommeler', 'pommelette', 'pommelière', 'pommelure', 'pommelé', 'pommerée', 'pomminette', 'pommounette', 'Pomminette', 'Pommounette']",0
S,pomme,"['pommé', 'pommé', 'pommeau', 'pommer', 'pommeraie', 'pommette', 'pommier', 'pomo', 'tête', 'visage', 'somme', 'volet', 'pomme', 'pommelaie', 'pommeler', 'pommelette', 'pommelière', 'pommelure', 'pommelé', 'pommerée', 'pomminette', 'pommounette', 'Pomminette', 'Pommounette']",0
G,porte,[],1
NS,porte,"['Delaporte', 'portail', 'Porte', 'PMT', 'porterie', 'portier', 'portière', 'portillon', 'lourde', 'chambranle', 'dormant', 'gond', 'heurtoir', 'imposte', 'linteau', 'poignée', 'porche', 'poterne', 'tympan', 'vantail', 'apport', 'apporter', 'apporteur', 'apporteuse', 'céroféraire', 'emport', 'emportement', 'emporter', 'emporté', 'import', 'importable', 'important', 'importateur', 'importation', 'importatrice', 'importer', 'importeur', 'importé', 'intransportable', 'ostiariat', 'port', 'portabilité', 'portable', 'portage', 'portager', 'portal', 'portant', 'portatif', 'porte', 'portelette', 'portement', 'porter', 'portette', 'porteur', 'porteuse', 'portinette', 'portion', 'portionnaire', 'portionniste', 'portiorat', 'portuaire', 'portuarité', 'portulan', 'porté', 'portée', 'rapport', 'rapportable', 'rapportage', 'rapporter', 'rapporteur', 'rapporteuse', 'rapporté', 'remporter', 'report', 'reportage', 'reportement', 'reporter', 'reporteur', 'réimport', 'réimportation', 'réimporter', 'thuriféraire', 'thuriférariat', 'transport', 'transportable', 'transportation', 'transporter', 'transporteur']",0
S,porte,"['Delaporte', 'portail', 'Porte', 'PMT', 'porterie', 'portier', 'portière', 'portillon', 'lourde', 'chambranle', 'dormant', 'gond', 'heurtoir', 'imposte', 'linteau', 'poignée', 'porche', 'poterne', 'tympan', 'vantail', 'apport', 'apporter', 'apporteur', 'apporteuse', 'céroféraire', 'emport', 'emportement', 'emporter', 'emporté', 'import', 'importable', 'important', 'importateur', 'importation', 'importatrice', 'importer', 'importeur', 'importé', 'intransportable', 'ostiariat', 'port', 'portabilité', 'portable', 'portage', 'portager', 'portal', 'portant', 'portatif', 'porte', 'portelette', 'portement', 'porter', 'portette', 'porteur', 'porteuse', 'portinette', 'portion', 'portionnaire', 'portionniste', 'portiorat', 'portuaire', 'portuarité', 'portulan', 'porté', 'portée', 'rapport', 'rapportable', 'rapportage', 'rapporter', 'rapporteur', 'rapporteuse', 'rapporté', 'remporter', 'report', 'reportage', 'reportement', 'reporter', 'reporteur', 'réimport', 'réimportation', 'réimporter', 'thuriféraire', 'thuriférariat', 'transport', 'transportable', 'transportation', 'transporter', 'transporteur']",0
G,potable,"['potablement', 'potabilité', 'impotable', 'potion']",1
NS,potable,"['potablement', 'potabilité', 'comestible', 'bibition', 'boire', 'bu', 'buvable', 'buvard', 'buvetier', 'buvette', 'buveur', 'buveuse', 'emboire', 'embuvage', 'imbuvable', 'impotable']",0
S,potable,"['potablement', 'potabilité', 'comestible', 'bibition', 'boire', 'bu', 'buvable', 'buvard', 'buvetier', 'buvette', 'buveur', 'buveuse', 'emboire', 'embuvage', 'imbuvable', 'impotable']",0
G,pétré,[],1
NS,pétré,"['dépierrage', 'dépierrer', 'désempierrer', 'empierrage', 'empierrement', 'empierrer', 'empierré', 'lapidaire', 'lapidarité', 'lapidateur', 'lapidation', 'lapider', 'monolithe', 'monolithique', 'monolithisme', 'perrier', 'perrière', 'pierre', 'pierrette', 'pierreux', 'pierrier', 'pierriste', 'pierrière', 'pierrot']",0
S,pétré,"['dépierrage', 'dépierrer', 'désempierrer', 'empierrage', 'empierrement', 'empierrer', 'empierré', 'lapidaire', 'lapidarité', 'lapidateur', 'lapidation', 'lapider', 'monolithe', 'monolithique', 'monolithisme', 'perrier', 'perrière', 'pierre', 'pierrette', 'pierreux', 'pierrier', 'pierriste', 'pierrière', 'pierrot']",0
G,rare,[],1
NS,rare,"['raréfaction', 'raréfiable', 'raréfié', 'raréfier', 'rarement', 'rareté', 'rarissime']",0
S,rare,"['raréfaction', 'raréfiable', 'raréfié', 'raréfier', 'rarement', 'rareté', 'rarissime']",0
G,rupestre,['rupestrerie'],1
NS,rupestre,"['dérochage', 'dérochement', 'dérocher', 'dérocheuse', 'enrochement', 'enrocher', 'rochage', 'rochassier', 'roche', 'rocher', 'rocheux', 'rochier']",0
S,rupestre,"['dérochage', 'dérochement', 'dérocher', 'dérocheuse', 'enrochement', 'enrocher', 'rochage', 'rochassier', 'roche', 'rocher', 'rocheux', 'rochier']",0
G,région,[],1
NS,région,"['écorégion', 'eurorégion', 'ROM', 'régionnaire', 'régionalisation', 'régionaliser', 'régionalisme', 'régionaliste', 'coin', 'environ', 'regio', 'régional', 'régionalitude', 'régionalité', 'Région']",0
S,région,"['écorégion', 'eurorégion', 'ROM', 'régionnaire', 'régionalisation', 'régionaliser', 'régionalisme', 'régionaliste', 'coin', 'environ', 'regio', 'régional', 'régionalitude', 'régionalité', 'Région']",0
G,scolaire,"['intrascolaire', 'parascolaire', 'périscolaire', 'postscolaire', 'préscolaire', 'scolairement', 'scolarisation', 'scolariser', 'scolarité', 'scolastique', 'scholasticide', 'extra-scolaire', 'extrascolaire', 'interscolaire', 'interscolarité', 'péri-scolaire', 'scholariat', 'scholarité', 'scolaire', 'scolariat', 'scolarisable', 'scolarisation', 'scolariser', 'scolaritude']",1
NS,scolaire,"['école', 'écolette', 'écolier', 'écologie', 'écologique', 'écologisme', 'écologiste', 'œcologie', 'scolarisation', 'scolariser', 'scolarité', 'scolastique', 'scholariat', 'scholarité', 'scolaire', 'scolariat', 'scolarisable', 'scolaritude']",0
S,scolaire,"['école', 'écolette', 'écolier', 'écologie', 'écologique', 'écologisme', 'écologiste', 'œcologie', 'scolarisation', 'scolariser', 'scolarité', 'scolastique', 'scholariat', 'scholarité', 'scolaire', 'scolariat', 'scolarisable', 'scolaritude']",0
G,sel,[],1
NS,sel,"['pyroligneux', 'noueux', 'délignifier', 'lignicole', 'lignifère', 'lignifiant', 'lignification', 'lignifié', 'lignine', 'lignite', 'lignocellulose', 'lignone', 'lignose', 'lignosité', 'lignosulfonate', 'bois', 'boisage', 'boise', 'boisement', 'boiser', 'boisette', 'boiseur', 'boisilier', 'boisé', 'boitte', 'bosquet', 'bouc', 'bouchable', 'bouchage', 'bouche', 'bouchelette', 'bouchement', 'boucher', 'bouchette', 'boucheur', 'boucheuse', 'bouchère', 'bouché', 'boue', 'bouette', 'boueur', 'boueux', 'bouquet', 'bouqueter', 'bouquetier', 'bouqueté', 'bouvet', 'bouvetage', 'bouveter', 'bouveteur', 'bouveteuse', 'bouvier', 'bouvière', 'bovin', 'bovinité', 'boyer', 'boëtte', 'bœuf', 'déboisage', 'déboisement', 'déboiser', 'déboiseur', 'déboiseuse', 'débouchage', 'débouchement', 'déboucher', 'déboucheur', 'débouchonner', 'débouché', 'délignification', 'embouage', 'embouchage', 'embouche', 'emboucher', 'emboucheur', 'embouché', 'embouement', 'embouer', 'imbouchable', 'ligneux', 'ligniteux', 'monoxyle', 'reboisage', 'reboisement', 'reboiser', 'reboiseur', 'rebouchage', 'rebouchement', 'reboucher', 'stomatite', 'xylite', 'xylène']",0
S,sel,['FAIL'],0
G,sigillaire,['sigillé'],1
NS,sigillaire,"['sceau', 'scellage', 'scellement', 'sceller', 'scelleur', 'scellé']",0
S,sigillaire,"['sceau', 'scellage', 'scellement', 'sceller', 'scelleur', 'scellé']",0
G,siège,[],1
NS,siège,"['assiéger', 'siéger', 'télésiège', 'cul', 'derrière', 'fondement', 'blocus', 'coussiège', 'sédile', 'multisiège']",0
S,siège,"['assiéger', 'siéger', 'télésiège', 'cul', 'derrière', 'fondement', 'blocus', 'coussiège', 'sédile', 'multisiège']",0
G,strabisme,"['strabique', 'strabotomie', 'strabotomiste']",1
NS,strabisme,"['strabique', 'biglouche', 'louchement', 'loucherie', 'strabotomie', 'strabotomiste', 'orthopie', 'louche', 'loucher', 'louchet', 'louchette', 'loucheur', 'loucheuse']",0
S,strabisme,"['strabique', 'biglouche', 'louchement', 'loucherie', 'strabotomie', 'strabotomiste', 'orthopie', 'louche', 'loucher', 'louchet', 'louchette', 'loucheur', 'loucheuse']",0
G,studieux,"['studieusement', 'instudieux', 'studiosité']",1
NS,studieux,"['étudier', 'étudié', 'étude', 'studieusement', 'instudieux', 'studiosité']",0
S,studieux,"['étudier', 'étudié', 'étude', 'studieusement', 'instudieux', 'studiosité']",0
G,sud,[],1
NS,sud,"['sudisme', 'sudiste', 'austro', 'méridien', 'midi', 'miéjour', 'nord', 'sudette', 'Notre-Dame-du-Lac-Saint-Jean-Partie-Sud']",0
S,sud,"['sudisme', 'sudiste', 'austro', 'méridien', 'midi', 'miéjour', 'nord', 'sudette', 'Notre-Dame-du-Lac-Saint-Jean-Partie-Sud']",0
G,table,[],1
NS,table,"['attabler', 'attablement', 'DST', 'entablement', 'établi', 'établir', 'établissement', 'minitable', 'retable', 'rétabli', 'rétablir', 'rétablissement', 'tableau', 'tabler', 'tablette', 'tabuler', 'tabulation', 'entabler', 'tabellaire', 'tablage', 'table', 'tableur', 'tablier', 'tabulaire', 'tabularité', 'Table']",0
S,table,"['attabler', 'attablement', 'DST', 'entablement', 'établi', 'établir', 'établissement', 'minitable', 'retable', 'rétabli', 'rétablir', 'rétablissement', 'tableau', 'tabler', 'tablette', 'tabuler', 'tabulation', 'entabler', 'tabellaire', 'tablage', 'table', 'tableur', 'tablier', 'tabulaire', 'tabularité', 'Table']",0
G,tasse,[],1
NS,tasse,"['tassette', 'bol', 'tassetier']",0
S,tasse,"['tassette', 'bol', 'tassetier']",0
G,terre,[],1
NS,terre,"['Angleterre', 'atterrir', 'atterrissage', 'atterrissement', 'atterrisseur', 'déterrage', 'déterré', 'déterrée', 'déterrement', 'déterrer', 'déterreur', 'enterrage', 'enterrement', 'enterrer', 'extraterrestre', 'fumeterre', 'redéterrer', 'réenterrer', 'terraformation', 'terrage', 'terrain', 'terramare', 'terraqué', 'terrarium', 'terrasse', 'terrassement', 'terrasser', 'terrassier', 'terreau', 'terreauter', 'terrer', 'terrestre', 'terreux', 'terricide', 'terricole', 'terrien', 'Terrien', 'terrier', 'terrière', 'terrigène', 'terrine', 'territoire', 'territorial', 'territorialité', 'terroir', 'Finistère', 'chthonien', 'chtonien', 'tellure', 'tellureux', 'tellurien', 'tellurique', 'tellurisme', 'tellurite', 'terrassette', 'terre', 'terrein', 'terrestritude', 'terrestrité', 'terrir', 'Terre']",0
S,terre,"['Angleterre', 'atterrir', 'atterrissage', 'atterrissement', 'atterrisseur', 'déterrage', 'déterré', 'déterrée', 'déterrement', 'déterrer', 'déterreur', 'enterrage', 'enterrement', 'enterrer', 'extraterrestre', 'fumeterre', 'redéterrer', 'réenterrer', 'terraformation', 'terrage', 'terrain', 'terramare', 'terraqué', 'terrarium', 'terrasse', 'terrassement', 'terrasser', 'terrassier', 'terreau', 'terreauter', 'terrer', 'terrestre', 'terreux', 'terricide', 'terricole', 'terrien', 'Terrien', 'terrier', 'terrière', 'terrigène', 'terrine', 'territoire', 'territorial', 'territorialité', 'terroir', 'Finistère', 'chthonien', 'chtonien', 'tellure', 'tellureux', 'tellurien', 'tellurique', 'tellurisme', 'tellurite', 'terrassette', 'terre', 'terrein', 'terrestritude', 'terrestrité', 'terrir', 'Terre']",0
G,thalassique,[],1
NS,thalassique,['maritime'],0
S,thalassique,['maritime'],0
G,thélite,"['thélalgie', 'thélorrhagie', 'thélotisme']",1
NS,thélite,"['thélalgie', 'thélorrhagie', 'thélotisme', 'mammelon']",0.5
S,thélite,"['thélalgie', 'thélorrhagie', 'thélotisme', 'mammelon']",0.5
G,trousse,[],1
NS,trousse,"['trousseau', 'trousse']",0
S,trousse,"['trousseau', 'trousse']",0
G,vent,[],1
NS,vent,"['abrivent', 'contrevent', 'contreventement', 'contreventer', 'déventer', 'évent', 'éventable', 'éventage', 'éventail', 'éventaillé', 'éventaillerie', 'éventaillier', 'éventailliste', 'éventaire', 'éventement', 'éventer', 'éventeur', 'éventiller', 'éventoir', 'grilauvent', 'reventer', 'surventer', 'ventage', 'ventail', 'ventaille', 'ventaison', 'venté', 'venteau', 'ventelet', 'venter', 'venterolles', 'venteur', 'venteux', 'ventier', 'ventilateur', 'ventilation', 'ventiler', 'ventileuse', 'ventillon', 'ventôse', 'virevent', '🌬', 'anémomètre', 'girouette', 'houlée', 'pétomane', 'déventement', 'Eole', 'Eolie', 'vent', 'ventosité', 'Éolien', 'éolien', 'éolisme']",0
S,vent,"['abrivent', 'contrevent', 'contreventement', 'contreventer', 'déventer', 'évent', 'éventable', 'éventage', 'éventail', 'éventaillé', 'éventaillerie', 'éventaillier', 'éventailliste', 'éventaire', 'éventement', 'éventer', 'éventeur', 'éventiller', 'éventoir', 'grilauvent', 'reventer', 'surventer', 'ventage', 'ventail', 'ventaille', 'ventaison', 'venté', 'venteau', 'ventelet', 'venter', 'venterolles', 'venteur', 'venteux', 'ventier', 'ventilateur', 'ventilation', 'ventiler', 'ventileuse', 'ventillon', 'ventôse', 'virevent', '🌬', 'anémomètre', 'girouette', 'houlée', 'pétomane', 'déventement', 'Eole', 'Eolie', 'vent', 'ventosité', 'Éolien', 'éolien', 'éolisme']",0
G,verbe,[],1
NS,verbe,"['adverbe', 'adverbial', 'averbal', 'déverbal', 'préverbe', 'proverbe', 'proverbial', 'univerbation', 'verbal', 'verbalement', 'verbalisateur', 'verbalisation', 'verbaliser', 'verbalisme', 'verbatim', 'verber', 'verbeusement', 'verbeux', 'verbiage', 'verbicruciste', 'verbomanie', 'verbomoteur', 'verbosité', 'conjugaison', 'godan', 'ichidan', 'phrase', 'verbalisable', 'verbalisatrice', 'verbale']",0
S,verbe,"['adverbe', 'adverbial', 'averbal', 'déverbal', 'préverbe', 'proverbe', 'proverbial', 'univerbation', 'verbal', 'verbalement', 'verbalisateur', 'verbalisation', 'verbaliser', 'verbalisme', 'verbatim', 'verber', 'verbeusement', 'verbeux', 'verbiage', 'verbicruciste', 'verbomanie', 'verbomoteur', 'verbosité', 'conjugaison', 'godan', 'ichidan', 'phrase', 'verbalisable', 'verbalisatrice', 'verbale']",0
G,viaire,['biviaire'],1
NS,viaire,"['biviaire', 'dévoiement', 'dévoyer', 'dévoyé', 'envoi', 'envoyer', 'envoyeur', 'envoyeuse', 'renvoi', 'renvoyer', 'renvoyette', 'renvoyeur', 'renvoyeuse']",0
S,viaire,"['biviaire', 'dévoiement', 'dévoyer', 'dévoyé', 'envoi', 'envoyer', 'envoyeur', 'envoyeuse', 'renvoi', 'renvoyer', 'renvoyette', 'renvoyeur', 'renvoyeuse']",0
G,visible,"['invisible', 'visiblement', 'anti-révisionniste', 'antirevisionniste', 'antirévisionnisme', 'antirévisionniste', 'dévisagement', 'dévisager', 'envisageable', 'envisagement', 'envisager', 'envisagé', 'imprévisibilité', 'imprévisible', 'inenvisageable', 'invisibilité', 'prévisibilité', 'prévisible', 'prévision', 'prévisionnel', 'prévisionnisme', 'prévisionniste', 'revisable', 'reviser', 'reviseur', 'reviseuse', 'revisible', 'revision', 'revisionnisme', 'révisable', 'réviser', 'réviseur', 'réviseuse', 'révision', 'révisionnel', 'révisionnette', 'révisionnisme', 'révisionniste', 'vis', 'visa', 'visage', 'visagisme', 'visagiste', 'viser', 'visette', 'viseur', 'viseuse', 'vision', 'visionnage', 'visionnaire', 'visionnarisme', 'visionnement', 'visionner', 'visionnette', 'visionneur', 'visionneuse', 'visière', 'visualisation', 'visualiser', 'visuel', 'visé', 'visée', 'VIS']",1
NS,visible,"['invisible', 'visiblement', 'caché', 'anti-révisionniste', 'antirevisionniste', 'antirévisionnisme', 'antirévisionniste', 'dévisagement', 'dévisager', 'envisageable', 'envisagement', 'envisager', 'envisagé', 'imprévisibilité', 'imprévisible', 'imprévoyable', 'imprévoyant', 'inenvisageable', 'invisibilité', 'prévisibilité', 'prévisible', 'prévision', 'prévisionnel', 'prévisionnisme', 'prévisionniste', 'prévoir', 'prévoyable', 'prévoyant', 'revisable', 'reviser', 'reviseur', 'reviseuse', 'revisible', 'revision', 'revisionnisme', 'revoir', 'revu', 'revue', 'revuette', 'revuiste', 'révisable', 'réviser', 'réviseur', 'réviseuse', 'révision', 'révisionnel', 'révisionnette', 'révisionnisme', 'révisionniste', 'vis', 'visa', 'visage', 'visagisme', 'visagiste', 'viser', 'visette', 'viseur', 'viseuse', 'visière', 'visualisation', 'visualiser', 'visuel', 'visé', 'visée', 'voir', 'voyage', 'voyager', 'voyageur', 'voyageuse', 'voyagisme', 'voyagiste', 'voyant', 'voyantise', 'voyeur', 'voyeurisme', 'voyeuriste', 'voyeuse', 'vu', 'vue', 'VIS']",0
S,visible,"['invisible', 'visiblement', 'caché', 'anti-révisionniste', 'antirevisionniste', 'antirévisionnisme', 'antirévisionniste', 'dévisagement', 'dévisager', 'envisageable', 'envisagement', 'envisager', 'envisagé', 'imprévisibilité', 'imprévisible', 'imprévoyable', 'imprévoyant', 'inenvisageable', 'invisibilité', 'prévisibilité', 'prévisible', 'prévision', 'prévisionnel', 'prévisionnisme', 'prévisionniste', 'prévoir', 'prévoyable', 'prévoyant', 'revisable', 'reviser', 'reviseur', 'reviseuse', 'revisible', 'revision', 'revisionnisme', 'revoir', 'revu', 'revue', 'revuette', 'revuiste', 'révisable', 'réviser', 'réviseur', 'réviseuse', 'révision', 'révisionnel', 'révisionnette', 'révisionnisme', 'révisionniste', 'vis', 'visa', 'visage', 'visagisme', 'visagiste', 'viser', 'visette', 'viseur', 'viseuse', 'visière', 'visualisation', 'visualiser', 'visuel', 'visé', 'visée', 'voir', 'voyage', 'voyager', 'voyageur', 'voyageuse', 'voyagisme', 'voyagiste', 'voyant', 'voyantise', 'voyeur', 'voyeurisme', 'voyeuriste', 'voyeuse', 'vu', 'vue', 'VIS']",0
G,école,[],1
NS,école,"['écolage', 'écolâtre', 'écoler', 'écolier', 'écolière', 'scholasticide', 'scolaire', '🏫', 'extra-scolaire', 'extrascolaire', 'interscolaire', 'interscolarité', 'postscolaire', 'préscolaire', 'péri-scolaire', 'périscolaire', 'scholariat', 'scholarité', 'scolariat', 'scolarisable', 'scolarisation', 'scolariser', 'scolaritude', 'scolarité']",0
S,école,"['écolage', 'écolâtre', 'écoler', 'écolier', 'écolière', 'scholasticide', 'scolaire', '🏫', 'extra-scolaire', 'extrascolaire', 'interscolaire', 'interscolarité', 'postscolaire', 'préscolaire', 'péri-scolaire', 'périscolaire', 'scholariat', 'scholarité', 'scolariat', 'scolarisable', 'scolarisation', 'scolariser', 'scolaritude', 'scolarité']",0
G,évier,[],1
NS,évier,"['sink', 'lavabo', 'aquarien', 'aquette', 'aqueux', 'aquosité', 'déshydratation', 'déshydrater', 'déshydraté', 'eau', 'eautette', 'hydatisme', 'hydraire', 'hydratable', 'hydratant', 'hydratation', 'hydrater', 'hydrateur', 'hydrolien', 'monohydraté', 'réhydratation', 'réhydrater', 'aigaire']",0
S,évier,"['sink', 'lavabo', 'aquarien', 'aquette', 'aqueux', 'aquosité', 'déshydratation', 'déshydrater', 'déshydraté', 'eau', 'eautette', 'hydatisme', 'hydraire', 'hydratable', 'hydratant', 'hydratation', 'hydrater', 'hydrateur', 'hydrolien', 'monohydraté', 'réhydratation', 'réhydrater', 'aigaire']",0
