lemma,cat,def,etym,étymologie étendue,déclinaison,fam,proc,aff,rad,etym_mean,lang,base,etym_fam
ovoïde,Adjectif,['Qui est en forme d’ove ou d’œuf.'],"['Motdérivé de ove, avec le suffixe -oïde.']","[['Du latin ovum (« œuf »).'], ['De l’indo-européen commun *h₂ōwyóm (« œuf ») qui a également donné ᾠόν, ôión en grec ancien, خایه, ẖāya en persan, egg en anglais, etc.', 'Le \\o\\ s’est probablement ouvert dès l’époque latine *ŏvu, pour se modifier ensuite suivant la règle des voyelles accentuées : ŏ > ǫ (bas-empire) > uo (époque romane) → voir uef en ancien français.', 'Le neutre latin est devenu masculin dans les langues romanes. Le pluriel latin ova en -a, devenant uova a changé de genre et est devenue féminin. L’italien a un pluriel irrégulier féminin uova, l’espagnol a hueva, le portugais ova (« frai, ensemble des œufs pondus par un poisson ») qui sont des féminins singuliers avec un sens collectif, le français a ove masculin mais parfois féminin selon le modèle de l’ancien français ove, ueve.'], 'Œuf.']","[{'form': 'ōvum', 'tags': ['singular', 'nominative']}, {'form': 'ōva', 'tags': ['plural', 'nominative']}, {'form': 'ōvum', 'tags': ['singular', 'vocative']}, {'form': 'ōva', 'tags': ['plural', 'vocative']}, {'form': 'ōvum', 'tags': ['singular', 'accusative']}, {'form': 'ōva', 'tags': ['plural', 'accusative']}, {'form': 'ōvī', 'tags': ['singular', 'genitive']}, {'form': 'ōvōrum', 'tags': ['plural', 'genitive']}, {'form': 'ōvō', 'tags': ['singular', 'dative']}, {'form': 'ōvīs', 'tags': ['plural', 'dative']}, {'form': 'ōvō', 'tags': ['singular', 'ablative']}, {'form': 'ōvīs', 'tags': ['plural', 'ablative']}, {'form': 'ōuum'}]",['ovoïde'],['Suffixation'],['-oïde'],ovo,"[['latin', 'œuf'], ['indo-européen commun', 'œuf'], ['grec ancien', 'œuf'], ['persan', 'œuf'], ['anglais', 'œuf'], ['etc.', '']]",latin,ovo,['ovoïde']
mer,Nom commun,['Vaste étendue d’eau salée qui baigne les diverses parties de la terre.'],,[],[],"['amerrir', 'amerrissage', 'ADM', 'MT', 'amarinage', 'amariner', 'amarinite', 'aurantiamarine', 'convallamarine', 'emmariner', 'héliomarin', 'marée', 'marin', 'marinade', 'marinage', 'marine', 'marinesque', 'marinette', 'marinier', 'marinisme', 'mariniste', 'maritime', 'transmarin', 'thalassophobie', 'terre', 'marinité', 'mer', 'sous-marin', 'sous-marinité', 'thalassien']",[],[],mer,[],,mer,"['amerrir', 'amerrissage', 'ADM', 'MT', 'amarinage', 'amariner', 'amarinite', 'aurantiamarine', 'convallamarine', 'emmariner', 'héliomarin', 'marée', 'marin', 'marinade', 'marinage', 'marine', 'marinesque', 'marinette', 'marinier', 'marinisme', 'mariniste', 'maritime', 'transmarin', 'thalassophobie', 'terre', 'marinité', 'sous-marin', 'sous-marinité', 'thalassien']"
pétré,Adjectif,"['Qui est pierreux, rocheux.']","['Du latin Petraea (« Arabie Pétrée »), de petraeus (« de pierre, pierreux »).']","[['Féminin de petraeus (« pierreux »).'], ['Du grec ancien πετραῖος, petraîos (« de pierre »).'], ['Motdérivé de πέτρα, pétra (« pierre »), avec le suffixe -ιος, -ios.'], [""De l'indo-européen *per-trā‑, passage.""], 'Pierre, roche.']","[{'form': 'πετραι', 'tags': ['plural', 'nominative'], 'article': 'αἱ'}, {'form': 'πετραι', 'tags': ['plural', 'vocative']}, {'form': 'πέτραν', 'tags': ['singular', 'accusative'], 'article': 'τὴν'}, {'form': 'πέτρας', 'tags': ['plural', 'accusative'], 'article': 'τὰς'}, {'form': 'πέτρας', 'tags': ['singular', 'genitive'], 'article': 'τῆς'}, {'form': '{{{4}}}ῶν', 'tags': ['plural', 'genitive'], 'article': 'τῶν'}, {'form': 'πέτραιν', 'tags': ['dual', 'genitive'], 'article': 'τοῖν'}, {'form': 'πέτρᾳ', 'tags': ['singular', 'dative'], 'article': 'τῇ'}, {'form': 'πέτραις', 'tags': ['plural', 'dative'], 'article': 'ταῖς'}, {'form': 'πέτραιν', 'tags': ['dual', 'dative'], 'article': 'τοῖν'}, {'form': 'πέτρη', 'raw_tags': ['Grec homérique, ionien']}, {'form': 'πέτρος'}]","['dépierrage', 'dépierrer', 'désempierrer', 'empierrage', 'empierrement', 'empierrer', 'empierré', 'lapidaire', 'lapidarité', 'lapidateur', 'lapidation', 'lapider', 'monolithe', 'monolithique', 'monolithisme', 'perrier', 'perrière', 'pierre', 'pierrette', 'pierreux', 'pierrier', 'pierriste', 'pierrière', 'pierrot', 'pétré']",['dérivé'],"['πέτρα-', 'petra-']",πέτρα,"[['πέτρα', 'pierre'], ['πέτραῖος', 'de pierre'], ['πέτρα', 'pierre'], ['*per-trā-', 'passage'], ['πέτρα', 'pierre']]",grec,pierre,"['dépierrage', 'dépierrer', 'désempierrer', 'empierrage', 'empierrement', 'empierrer', 'empierré', 'lapidaire', 'lapidarité', 'lapidateur', 'lapidation', 'lapider', 'monolithe', 'monolithique', 'monolithisme', 'perrier', 'perrière', 'pierre', 'pierrette', 'pierreux', 'pierrier', 'pierriste', 'pierrière', 'pierrot']"
adipeux,Adjectif,['Qui est de nature graisseuse.'],"['Dérivé savant du latin adeps, adipis (« graisse ») avec le suffixe -eux.']","[[""L'étymologie est incertaine :"", ""soit du proto-italique *adlepa, du indo-européen commun *h₂leybʰ-. Apparenté à l'ombrien ařepes."", 'soit emprunté ou apparenté au grec ancien ἄλειφα, haleipha avec changement du /l/ en /d/ ; d’un radical qui nous a aussi donné lipide via λίπος, lípos.'], 'Graisse, saindoux, suif.']","[{'form': 'adipēs', 'tags': ['plural', 'nominative']}, {'form': 'adipēs', 'tags': ['plural', 'vocative']}, {'form': 'adipem', 'tags': ['singular', 'accusative']}, {'form': 'adipēs', 'tags': ['plural', 'accusative']}, {'form': 'adipis', 'tags': ['singular', 'genitive']}, {'form': 'adipum', 'tags': ['plural', 'genitive']}, {'form': 'adipī', 'tags': ['singular', 'dative']}, {'form': 'adipibus', 'tags': ['plural', 'dative']}, {'form': 'adipĕ', 'tags': ['singular', 'ablative']}, {'form': 'adipibus', 'tags': ['plural', 'ablative']}]","['dégraissage', 'dégraissant', 'dégraissement', 'dégraisser', 'dégraisseur', 'dégraisseuse', 'engrais', 'engraissage', 'engraissement', 'engraisser', 'engraisseur', 'graissage', 'graisse', 'graisser', 'graissette', 'graisseur', 'graisseux', 'graissier', 'graissé', 'grasset', 'rengraisser', 'stéatite', 'adipeux', 'adiposité']",['Suffixation'],['-eux'],adips,"[['adlepa', 'proto-italique *adlepa'], ['h₂leybʰ-', 'indo-européen commun *h₂leybʰ-'], ['ařepes', 'ombrien ařepes'], ['haleipha', 'grec ancien ἄλειφα, haleipha'], ['lípos', 'grec ancien λίπος, lípos']]",latin,adipis,"['dégraissage', 'dégraissant', 'dégraissement', 'dégraisser', 'dégraisseur', 'dégraisseuse', 'engrais', 'engraissage', 'engraissement', 'engraisser', 'engraisseur', 'graissage', 'graisse', 'graisser', 'graissette', 'graisseur', 'graisseux', 'graissier', 'graissé', 'grasset', 'rengraisser', 'stéatite', 'adipeux', 'adiposité']"
céleste,Adjectif,"['Qui appartient au ciel, pris pour l’espace qui semble former une voûte au-dessus de la terre.']","['Du latin caelestis, dérivé de caelum (ciel).']","[['Dérivé de caeles (« ciel »), avec le suffixe -is.'], ['Dérivé de caelum (« ciel »), avec le suffixe -es, littéralement « qui va par le ciel ».'], ['Dérivé de caelum (« ciel »), avec le suffixe -es, littéralement « qui va par le ciel ».'], ['Selon Julius Pokorny, de l’indo-européen commun *(s)kai (« brillant »)\u202f^([1]). Comparez, en grec ancien αἰθήρ, aithḗr (« ciel, éther ») et αἴθαλος, aíthalos (« étincelle »).'], ['Crase de *caed-ulumdérivé de caedo (« couper »), avec le suffixe -ulum.'], 'Ciel, voûte des cieux.']","[{'form': 'caela', 'tags': ['plural', 'nominative']}, {'form': 'caela', 'tags': ['plural', 'vocative']}, {'form': 'caela', 'tags': ['plural', 'accusative']}, {'form': 'caelī', 'tags': ['singular', 'genitive']}, {'form': 'caelōrum', 'tags': ['plural', 'genitive']}, {'form': 'caelō', 'tags': ['singular', 'dative']}, {'form': 'caelīs', 'tags': ['plural', 'dative']}, {'form': 'caelō', 'tags': ['singular', 'ablative']}, {'form': 'caelīs', 'tags': ['plural', 'ablative']}, {'form': 'cael'}, {'form': 'caelus'}, {'form': 'coelum'}, {'form': 'cœlum'}, {'form': 'cælum'}]","['célestement', 'célestiser', 'astre', 'astronomie', 'ciel', 'ouranien', 'céleste', 'célestité']",['FAIL'],['FAIL'],FAIL,['FAIL'],FAIL,FAIL,['FAIL']
céphalaire,Adjectif,['De la grosseur de la tête.'],"['Du grec ancien κεφαλή, képhalê (« tête ») et -aire.']","[['De l’indo-européen commun *ghebh-el (« tête ») qui donne aussi gâble (« fronton ») en français, Giebel (« fronton, pignon ») en allemand.'], 'Tête.']","[{'form': 'κεφαλαί', 'tags': ['plural', 'nominative'], 'article': 'αἱ'}, {'form': 'κεφαλά', 'tags': ['dual', 'nominative'], 'article': 'τὼ'}, {'form': 'κεφαλαί', 'tags': ['plural', 'vocative']}, {'form': 'κεφαλά', 'tags': ['dual', 'vocative']}, {'form': 'κεφαλήν', 'tags': ['singular', 'accusative'], 'article': 'τὴν'}, {'form': 'κεφαλάς', 'tags': ['plural', 'accusative'], 'article': 'τὰς'}, {'form': 'κεφαλά', 'tags': ['dual', 'accusative'], 'article': 'τὼ'}, {'form': 'κεφαλῆς', 'tags': ['singular', 'genitive'], 'article': 'τῆς'}, {'form': 'κεφαλῶν', 'tags': ['plural', 'genitive'], 'article': 'τῶν'}, {'form': 'κεφαλαῖν', 'tags': ['dual', 'genitive'], 'article': 'τοῖν'}, {'form': 'κεφαλῇ', 'tags': ['singular', 'dative'], 'article': 'τῇ'}, {'form': 'κεφαλαῖς', 'tags': ['plural', 'dative'], 'article': 'ταῖς'}, {'form': 'κεφαλαῖν', 'tags': ['dual', 'dative'], 'article': 'τοῖν'}]","['bi-céphalité', 'bicéphale', 'bicéphalisme', 'capitainat', 'capitaine', 'capitan', 'capitanat', 'capitane', 'capitat', 'chef', 'chefariat', 'chefecier', 'cheffat', 'chefforat', 'cheftainat', 'cheftaine', 'cheftanat', 'chevecier', 'chevet', 'céphalaire', 'céphalien', 'dicéphale', 'décapitation', 'décapiter', 'entêtant', 'entêtement', 'entêter', 'entêté', 'monocéphale', 'monocéphalien', 'monocéphalité', 'octocéphale', 'paracéphalien', 'polycéphale', 'tête', 'têtier', 'têtière', 'têtu', 'têtusité', 'têtutesse', 'acéphale', 'acéphalien']",['Ajout'],['-aire'],κεφαλή,"[['κεφαλή', 'De la grosseur de la tête.'], ['ghebh-el', 'Tête.']]",grec ancien,céphalaire,"['bi-céphalité', 'bicéphale', 'bicéphalisme', 'capitainat', 'capitaine', 'capitan', 'capitanat', 'capitane', 'capitat', 'chef', 'chefariat', 'chefecier', 'cheffat', 'chefforat', 'cheftainat', 'cheftaine', 'cheftanat', 'chevecier', 'chevet', 'dicéphale', 'décapitation', 'décapiter', 'entêtant', 'entêtement', 'entêter', 'entêté', 'monocéphale', 'monocéphalien', 'monocéphalité', 'octocéphale', 'paracéphalien', 'polycéphale', 'tête', 'têtier', 'têtière', 'têtu', 'têtusité', 'têtutesse', 'acéphale', 'acéphalien']"
myrmicéen,Adjectif,['Relatif aux fourmis.'],"['Du grec ancien μύρμηξ, mýrmêx (« fourmi »).']","[['Apparenté à μύρμος, au latin formica, au tchèque mravenec, de l’indo-européen commun *mur- ; voir μορμώ, mormō (« monstre marin »).'], 'Fourmi.']","[{'form': 'μύρμηκες', 'tags': ['plural', 'nominative'], 'article': 'οἱ'}, {'form': 'μύρμηκε', 'tags': ['dual', 'nominative'], 'article': 'τὼ'}, {'form': 'μύρμηκες', 'tags': ['plural', 'vocative']}, {'form': 'μύρμηκε', 'tags': ['dual', 'vocative']}, {'form': 'μύρμηκα', 'tags': ['singular', 'accusative'], 'article': 'τὸν'}, {'form': 'μύρμηκας', 'tags': ['plural', 'accusative'], 'article': 'τοὺς'}, {'form': 'μύρμηκε', 'tags': ['dual', 'accusative'], 'article': 'τὼ'}, {'form': 'μύρμηκος', 'tags': ['singular', 'genitive'], 'article': 'τοῦ'}, {'form': 'μυρμήκων', 'tags': ['plural', 'genitive'], 'article': 'τῶν'}, {'form': 'μυρμήκοιν', 'tags': ['dual', 'genitive'], 'article': 'τοῖν'}, {'form': 'μύρμηκι', 'tags': ['singular', 'dative'], 'article': 'τῷ'}, {'form': 'μύρμηκι(ν)', 'tags': ['plural', 'dative'], 'article': 'τοῖς'}, {'form': 'μυρμήκοιν', 'tags': ['dual', 'dative'], 'article': 'τοῖν'}, {'form': 'μύρμαξ', 'raw_tags': ['Dorien']}]","['formique', 'biforme', 'fourmi', 'fourmiette', 'fourmilier', 'fourmilière', 'fourmillant', 'fourmillement', 'fourmiller', 'myrmicéen', 'Fourminette']",[],"['μύρμη-', 'form-', 'myr-']",μύρμη-,"[['μύρμηξ', 'Relatif aux fourmis.'], ['μορμώ', 'monstre marin']]",grec ancien,myrmex,"['formique', 'biforme', 'fourmi', 'fourmiette', 'fourmilier', 'fourmilière', 'fourmillant', 'fourmillement', 'fourmiller', 'myrmicéen', 'Fourminette']"
table,Nom commun,"['Surface plane de bois, de pierre, de marbre, etc., posée sur un ou plusieurs pieds et qui sert à divers usages.']","['Du latin tabŭla (« planche, planchette »). Des divers usages de cette planche originelle (meuble, partie plane de certains objets, tablette pour écrire) sont issus les différents sens actuels.']","[['Peut-êtredérivé de tabes (« fonte [de la cire] »), avec le suffixe -ula.'], ['Dérivé de tabeo (« liquéfier, fondre »), avec le suffixe -es\u202f^([1]), ou apparenté\u202f^([2]) au grec ancien τήκω, tekô (« fondre »), ἐτάκην avec le même suffixe que dans plebes, pubes.', 'Comparez avec tání (« fonte, fusion ») en tchèque.'], ['De l’indo-européen commun *ta- (« fondre, couler »), qui donne le tchèque tát (« fondre, en parlant de la neige »), tavit (« fondre un métal »). À ce radical se rattachent divers hydronymes dont Tiberis (« le Tibre », fleuve qui arrose Rome).'], 'Fondre, se liquéfier, se décomposer, se désagréger.']",[],"['attabler', 'attablement', 'DST', 'entablement', 'établi', 'établir', 'établissement', 'minitable', 'retable', 'rétabli', 'rétablir', 'rétablissement', 'tableau', 'tabler', 'tablette', 'tabuler', 'tabulation', 'entabler', 'tabellaire', 'tablage', 'table', 'tableur', 'tablier', 'tabulaire', 'tabularité', 'Table']",['Suffixation'],"['-ula', '-es', '-o', '-es^(1)', '-es^(2)', '-e', '-a', '-i', '-aire', '-age', '-ier', '-ement', '-ement', '-ur', '-ier', '-aire', '-ite', '-ier', '-aire', '-age', '-ement', '-aire', '-ement', '-age', '-au', '-aire', '-aire', '-age', '-au', '-aire', '-age', '-au', '-aire', '-age', '-au', '-aire', '-age']",tab,"[['tab', 'planche, planchette'], ['tabes', 'fonte [de la cire]'], ['tabeo', 'liquéfier, fondre'], ['tékō', 'fondre'], ['tát', 'fondre, en parlant de la neige'], ['tavit', 'fondre un métal'], ['tiberis', 'le Tibre'], ['tát', 'fondre, en parlant de la neige'], ['tavit', 'fondre un métal']]",latin,table,"['attabler', 'attablement', 'DST', 'entablement', 'établi', 'établir', 'établissement', 'minitable', 'retable', 'rétabli', 'rétablir', 'rétablissement', 'tableau', 'tabler', 'tablette', 'tabuler', 'tabulation', 'entabler', 'tabellaire', 'tablage', 'table', 'tableur', 'tablier', 'tabulaire', 'tabularité']"
siège,Nom commun,['Meuble utilisé pour s’asseoir.'],"['Du latin sediculum (« siège, chaise, banquette ») diminutif de sedes, devenu en bas latin *sedicum de là siège. Il est lié au verbe latin sedere (« asseoir »).']","[['Dérivé de sedes (« siège »), avec le suffixe -culum, forme collatérale neutre\u202f^([1]) de sēdēcŭla.'], ['Dérivé de sedeo, avec le suffixe -es.'], ['De l’indo-européen commun *sed- (en) apparenté au grec ἕζομαι, hézomai (« s’asseoir »), au lituanien sėdėti, au russe сидеть, sideť, à l’anglais sit', ""Voyez également sido (« s’asseoir »), sedo (« asseoir, calmer ») et leurs composés avec lequel sedere (« être assis ») est dans un étroit rapport ; on peut d'ailleurs voir sedeo comme undérivé de sedo, avec le suffixe -eo.""], 'passif Être assis.']",[],"['assiéger', 'siéger', 'télésiège', 'cul', 'derrière', 'fondement', 'blocus', 'coussiège', 'sédile', 'multisiège', 'siège']",['Dérivé de'],"['sedeo', 'sed-']",sedere,"[['sedes', 'siège'], ['sēdēcŭla', 'siège'], ['sedeo', 'être assis'], ['sedo', 's’asseoir'], ['sido', 's’asseoir'], ['sedeo', 'être assis']]",latin,sedeo,"['assiéger', 'siéger', 'télésiège', 'cul', 'derrière', 'fondement', 'blocus', 'coussiège', 'sédile', 'multisiège']"
potable,Adjectif,"[""Que l'on peut boire sans danger pour la santé, ou sans répugnance.""]","['Du latin potabilis (« qui peut être bu, potable »), dérivé de potare (« boire »).']","[['Dérivé de poto, avec le suffixe -bilis.'], ['Fréquentatif de bibo (« boire ») fait sur son parfait potus. On retrouve le radical indo-européen commun *po du mot dans le grec ancien πέπωκα, pépôka (« boire »), dérivé de πίνω, píno.'], 'Datif singulier de pinus.']",[],"['potablement', 'potabilité', 'comestible', 'bibition', 'boire', 'bu', 'buvable', 'buvard', 'buvetier', 'buvette', 'buveur', 'buveuse', 'emboire', 'embuvage', 'imbuvable', 'impotable', 'potable', 'potion', 'reboire']",['Frequentatif'],"['bibo', 'pot-']",pot-,"[['bibo', 'boire'], ['poto', 'boire'], ['potus', 'boire'], ['πίνω', 'boire']]",latin,pot-,"['potablement', 'potabilité', 'comestible', 'bibition', 'boire', 'bu', 'buvable', 'buvard', 'buvetier', 'buvette', 'buveur', 'buveuse', 'emboire', 'embuvage', 'imbuvable', 'impotable', 'potion', 'reboire']"
corps,Nom commun,['Portion de matière qui forme un tout individuel et distinct.'],['Du latin corpus (même sens)\u202f; cors (début du XIIᵉ siècle).'],"[['Apparenté à creo, au grec ancien πραπίς, prapís (« esprit »), au sanscrit कृप्, kṛ́p (« belle forme, apparence »), à l’anglais midriff (« ventre »).'], 'Corps physique vivant ou non, élément, substance.']","[{'form': 'corpora', 'tags': ['plural', 'nominative']}, {'form': 'corpora', 'tags': ['plural', 'vocative']}, {'form': 'corpora', 'tags': ['plural', 'accusative']}, {'form': 'corporis', 'tags': ['singular', 'genitive']}, {'form': 'corporum', 'tags': ['plural', 'genitive']}, {'form': 'corporī', 'tags': ['singular', 'dative']}, {'form': 'corporibus', 'tags': ['plural', 'dative']}, {'form': 'corporĕ', 'tags': ['singular', 'ablative']}, {'form': 'corporibus', 'tags': ['plural', 'ablative']}]","['bicorps', 'corporalité', 'corporatisme', 'corporatiste', 'corporéité', 'monocorps', 'tricorps', 'chasse', 'panse', 'robe', 'cadre', 'corporel', 'corporellement', 'incorporel', 'corporatif', 'corporation', 'corpulent', 'corpulence', 'corpus', 'corpuscule', 'corpusculaire', 'incorporer', 'corsage', 'corset', 'corser', 'anticorps', 'corporisation', 'corporiser', 'corps', 'corselet', 'corsetage', 'corseter', 'corsetier', 'corsé', 'incorporalité', 'métasomatisme', 'somatisation', 'somatiser']",[],"['creo', 'πραπίς', 'कृप्']",corpus,"[['latin', 'Portion de matière qui forme un tout individuel et distinct.'], ['grec ancien', 'esprit'], ['sanskrit', 'belle forme, apparence'], ['anglais', 'ventre']]",latin,corps,"['bicorps', 'corporalité', 'corporatisme', 'corporatiste', 'corporéité', 'monocorps', 'tricorps', 'chasse', 'panse', 'robe', 'cadre', 'corporel', 'corporellement', 'incorporel', 'corporatif', 'corporation', 'corpulent', 'corpulence', 'corpus', 'corpuscule', 'corpusculaire', 'incorporer', 'corsage', 'corset', 'corser', 'anticorps', 'corporisation', 'corporiser', 'corps', 'corselet', 'corsetage', 'corseter', 'corsetier', 'corsé', 'incorporalité', 'métasomatisme', 'somatisation', 'somatiser']"
chaise,Nom commun,"['Siège avec dossier, sans accoudoirs.']","['De chaire par assibilation dialectale du \\r\\ intervocalique ; plus avant, du latin cathedra.', 'Dans les toponymes ou noms de bâtiments (→ voir Lachaise, La Chaise-Dieu, Chaise-Dieu-du-Theil, La Chaise-Baudouin et La Chaise), issu du latin casa (« maison »).']","[['Du grec ancien καθέδρα, kathédra.'], ['Motcomposé de κατά, katá et de ἕδρα, hédra (« siège »).'], ['De l’indo-européen commun *km̥ta\u202f^([1]) (« en outre, contre »), kunder en albanais, dérivé de *kom qui donne le latin cum, contra.'], ['De l’indo-européen commun *km̥ta\u202f^([1]) (« en outre, contre »), kunder en albanais, dérivé de *kom qui donne le latin cum, contra.'], 'De haut en bas.']",[],"['chaisier', 'chaisière', 'minichaise', 'seize', 'chaise', 'chaisette', 'chaisounette']",[],"['κατά', 'ἕδρα', 'km̥ta\\u202f^([1])', 'kom', 'kata']",chaise,"[['grec ancien', 'siège'], ['indo-européen commun', 'en outre, contre'], ['albanais', 'en outre, contre'], ['latin', 'en outre, contre']]",grec ancien,chaise,"['chaisier', 'chaisière', 'minichaise', 'seize', 'chaise', 'chaisette', 'chaisounette']"
région,Nom commun,['Vaste territoire ; étendue de pays.'],"[""Du latin regio, lui-même de regere. Au XIIᵉ siècle, signifie « pays ». Comparez l'ancien français royon, rëon, reiun, hérités du même étymon.""]","[['Dérivé de rego, avec le suffixe -io. Les noms en -io se forment sur le supin des verbes, de rego (« diriger, mener, gouverner ») dont le supin est rectum, nous avons rectio (« direction, administration, gouvernement »).', 'Regio est issu, sur le même mode, d’un verbe *regere (« faire droit, rendre droit ») qui est devenu rigeo, rigere (« raidir ») dont dérive erigo (« mettre droit : ériger »).'], ['De lâ€™indo-europÃ©en commun *reÄ�- (Â« droit, juste, roi Â»)â€¯^([1]), qui donne aussi rogo, rogus, rigeo, le grec ancien á½€Ï�Î\xadÎ³Ï‰, orÃ©gÃ´, le gotique ğ��‚ğ�Œ´ğ�Œ¹ğ�Œºğ��ƒ, reiks (Â« roi Â»), dont dÃ©rivent Reich, Recht, le gaulois rix a donnÃ© naissance au breton reizh (Â« droit Â»), et est attestÃ© en latin sous les formes empruntes au gaulois Vercingeto-rix, Rigo-magum.', ""Les idÃ©esâ€¯^([2]) Â« diriger Â» et Â« commander Â» sont deux idÃ©es voisines que le verbe regere exprime lâ€™une et lâ€™autre : regere sagittas, regere exercitum. Lâ€™idÃ©e de direction se trouve, par exemple, dans rectio, celle de commander dans regnum. Les composÃ©s pergo, surgo ont Ã©tÃ© traitÃ©s comme des verbes simples, et ont Ã\xa0 leur tour donnÃ© naissance Ã\xa0 de nombreux composÃ©s. Au sujet de la voyelle longue de rex, regis â†’ voir lex et pax. Regina est proprement le fÃ©minin d'un adjectif *reginus fait comme divinus, vicinus. Au propre rectus signifie Â« droit, bon Â» et a pour contraire pravus.""], 'Diriger, mener.']",[],"['écorégion', 'eurorégion', 'ROM', 'régionnaire', 'régionalisation', 'régionaliser', 'régionalisme', 'régionaliste', 'coin', 'environ', 'regio', 'région', 'régional', 'régionalitude', 'régionalité', 'Région']",['Suffixation'],"['-io', '-re']",reg-,"[['rego', 'diriger, mener'], ['rectum', 'direction, administration, gouvernement'], ['regeo', 'rendre droit'], ['regere', 'diriger, mener'], ['regio', 'pays'], ['rex', 'roi'], ['reginus', 'royal'], ['divinus', 'divin'], ['vicinus', 'proche'], ['rectus', 'droit, bon'], ['pravus', 'mauvais']]",latin,reg-,"['écorégion', 'eurorégion', 'ROM', 'régionnaire', 'régionalisation', 'régionaliser', 'régionalisme', 'régionaliste', 'coin', 'environ', 'regio', 'régional', 'régionalitude', 'régionalité', 'Région']"
foliacé,Adjectif,"['Qui est de la nature des feuilles, qui a l’apparence d’une feuille.']",['Du latin foliaceus (« en forme de feuille »).'],"[['Dérivé de folium (« feuille »), avec le suffixe -aceus'], ['Apparenté à flos (« fleur »), de l’indo-européen commun *bʰleh₃- (« fleur, bourgeon »)\u202f^([1]), qui donne φύλλον, phýllon (« feuille ») en grec ancien, blossom et bloom en anglais, etc.'], 'Feuille.']","[{'form': 'folia', 'tags': ['plural', 'nominative']}, {'form': 'folia', 'tags': ['plural', 'vocative']}, {'form': 'folia', 'tags': ['plural', 'accusative']}, {'form': 'foliī', 'tags': ['singular', 'genitive']}, {'form': 'foliōrum', 'tags': ['plural', 'genitive']}, {'form': 'foliō', 'tags': ['singular', 'dative']}, {'form': 'foliīs', 'tags': ['plural', 'dative']}, {'form': 'foliō', 'tags': ['singular', 'ablative']}, {'form': 'foliīs', 'tags': ['plural', 'ablative']}]","['foliesque', 'folliforme', 'défeuillage', 'défeuillaison', 'défeuillement', 'défeuiller', 'défoliation', 'défolier', 'enfeuiller', 'feuillage', 'feuillagiste', 'feuillaison', 'feuille', 'feuiller', 'feuilleret', 'feuillet', 'feuilletage', 'feuilletement', 'feuilleter', 'feuilleteur', 'feuillette', 'feuilleté', 'feuilliste', 'feuillu', 'feuillère', 'foliacé', 'foliaire', 'folié', 'phyllie', 'phyllien', 'quadrifolié', 'triphylle', 'unifolié']",['Suffixation'],['-aceus'],folium,"[['folium', 'feuille'], ['bʰleh₃-', 'fleur, bourgeon'], ['flos', 'fleur']]",latin,feuille,"['foliesque', 'folliforme', 'défeuillage', 'défeuillaison', 'défeuillement', 'défeuiller', 'défoliation', 'défolier', 'enfeuiller', 'feuillage', 'feuillagiste', 'feuillaison', 'feuille', 'feuiller', 'feuilleret', 'feuillet', 'feuilletage', 'feuilletement', 'feuilleter', 'feuilleteur', 'feuillette', 'feuilleté', 'feuilliste', 'feuillu', 'feuillère']"
